StudentID,Age,StudyHours,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,Scholarship,Program,FinalGrade
STU-14685,28.0,7.35,73.64,5.72,84.6,6.72,2.95,,Ingeniería Industrial,4.13
STU-11755,24.0,10.97,81.01,5.94,91.02,5.35,7.57,Sí,Contador Auditor,4.02
STU-12221,22.0,12.32,92.55,4.95,88.07,7.18,2.11,No,Ingeniería Civil,4.53
STU-14307,24.0,6.47,70.02,4.61,72.06,8.26,4.97,Sí,Ingeniería Informática,3.25
STU-14447,24.0,18.04,90.76,5.76,89.33,6.9,,Sí,Ingeniería Civil,5.59
STU-11435,24.0,5.33,88.35,5.55,71.92,9.1,2.61,No,Contador Auditor,4.11
STU-11574,27.0,14.92,95.8,5.3,100.0,,8.7,No,Ingeniería Industrial,4.53
STU-10300,22.0,9.83,76.11,5.98,70.15,6.32,5.19,Sí,Ingeniería Civil,4.59
STU-13557,19.0,18.31,94.89,5.99,100.0,7.26,3.2,No,Administración,5.47
STU-12475,22.0,10.21,65.8,4.45,90.52,6.65,2.48,No,Ingeniería Civil,3.45
STU-10553,29.0,12.84,97.61,5.93,91.64,7.39,5.07,No,Ingeniería Informática,3.95
STU-10333,20.0,15.94,89.26,5.91,85.45,5.56,7.35,Sí,Ingeniería Informática,4.26
STU-12438,25.0,13.4,85.84,6.84,83.86,5.9,3.38,Sí,Ingeniería Informática,4.46
STU-12775,19.0,15.81,91.22,5.99,96.27,7.26,2.44,,Ingeniería Civil,4.77
STU-14259,18.0,14.01,93.33,6.05,53.01,4.98,4.61,No,Administración,3.39
STU-13673,21.0,9.94,,7.0,80.45,4.64,3.62,No,Ingeniería Industrial,4.84
STU-12892,24.0,10.25,80.5,6.71,,6.98,5.44,No,Ingeniería Industrial,4.41
STU-11972,18.0,6.83,58.33,5.22,43.94,5.23,5.98,No,Ingeniería Informática,1.59
STU-10504,30.0,16.59,90.3,6.04,66.71,8.24,,Sí,Ingeniería Industrial,4.45
STU-14195,21.0,17.52,86.23,6.9,97.51,7.66,6.72,No,Administración,4.79
STU-11591,23.0,8.53,85.67,5.44,81.67,6.62,2.08,No,Ingeniería Industrial,3.12
STU-12485,18.0,14.9,96.36,6.48,100.0,6.62,1.9,No,Ingeniería Civil,5.55
STU-10931,25.0,7.52,79.25,5.98,92.91,6.97,3.14,No,Ingeniería Industrial,4.19
STU-10261,31.0,12.86,,5.21,76.01,5.98,6.52,Sí,Administración,2.99
STU-10818,18.0,8.1,100.0,6.01,86.1,7.02,4.01,No,Ingeniería Informática,4.54
STU-14803,24.0,2.61,55.58,3.77,79.57,8.32,3.46,No,Ingeniería Industrial,2.3
STU-13314,18.0,14.97,,5.22,83.66,7.39,4.28,No,Ingeniería Industrial,3.88
STU-14366,23.0,16.27,89.92,7.0,100.0,6.74,3.24,Sí,Ingeniería Informática,4.91
STU-12320,25.0,14.73,85.51,5.45,100.0,8.45,9.75,No,Ingeniería Civil,4.48
STU-14623,21.0,9.68,83.44,5.11,91.23,7.66,4.55,No,Ingeniería Industrial,3.39
STU-13976,18.0,19.95,74.42,6.4,100.0,10.15,8.75,Sí,Contador Auditor,5.13
STU-11328,20.0,14.86,78.34,5.19,83.11,7.66,5.83,Sí,Ingeniería Industrial,4.78
STU-11695,18.0,16.7,92.14,6.38,100.0,6.04,10.67,No,Ingeniería Informática,5.41
STU-11736,26.0,17.26,101.27525811722104,6.2,100.0,5.87,3.6,No,Administración,5.65
STU-13042,22.0,16.65,91.16,6.63,100.0,9.62,14.59,No,Ingeniería Industrial,4.99
STU-12936,20.0,5.8,79.5,5.13,56.68,7.01,8.4,No,Ingeniería Civil,2.43
STU-11032,20.0,11.71,100.0,6.1,82.48,6.09,7.1,No,Contador Auditor,5.02
STU-12427,20.0,9.73,71.89,6.2,84.62,9.36,5.64,No,Ingeniería Civil ,3.54
STU-10899,19.0,10.73,100.0,5.59,77.06,7.88,7.04,No,Ingeniería Informática,3.87
STU-12998,19.0,23.02,96.92,5.57,100.0,6.16,5.92,No,Ingeniería Informática,5.62
STU-10784,20.0,8.35,73.62,6.09,73.93,9.18,4.84,No,Ingeniería Industrial,4.01
STU-12219,24.0,7.2,87.77,5.78,99.41,8.31,6.33,No,Ingeniería Civil,4.21
STU-13987,28.0,7.72,93.87,6.49,98.92,8.09,5.44,No,Ingeniería Industrial,4.78
STU-10268,29.0,13.25,84.3,6.41,,6.65,,Sí,Ingeniería Informática,4.58
STU-10107,27.0,10.67,76.89,5.52,76.45,6.81,3.71,No,Ingeniería Informática,3.63
STU-12278,18.0,7.56,97.31,4.91,88.54,7.4,12.06,Sí,Ingeniería Informática,4.32
STU-10425,19.0,10.54,79.77,6.2,91.87,5.99,11.35,No,Administración,4.51
STU-14261,28.0,6.28,91.89,5.83,97.22,5.36,9.47,No,Ingeniería Industrial,3.83
STU-14942,20.0,10.71,82.9,5.67,68.54,5.48,7.27,Sí,Contador Auditor,3.0
STU-13423,25.0,12.83,73.57,6.31,91.18,6.52,11.09,No,Ingeniería Civil,3.96
STU-13465,20.0,13.07,84.1,5.46,100.0,6.7,15.75,Sí,Ingeniería Civil,4.22
STU-12487,23.0,12.58,93.49,5.4,91.74,5.7,8.57,No,,4.46
STU-14253,27.0,21.81,98.71,,100.0,6.47,3.34,No,Ingeniería Civil,5.57
STU-14279,26.0,9.03,97.47,,95.94,5.39,4.73,No,Administración,3.62
STU-13093,21.0,14.96,88.2,6.44,,5.93,1.04,Sí,Ingeniería Informática,5.11
STU-13755,21.0,14.38,100.0,5.83,83.36,7.03,3.89,Sí,Contador Auditor,4.42
STU-13637,19.0,6.89,94.76,6.05,83.09,,8.34,No,Ingeniería Industrial,3.97
STU-12435,25.0,14.57,89.77,5.4,93.45,9.02,,Sí,Ingeniería Industrial,4.83
STU-14778,21.0,13.82,87.43,4.42,87.05,5.63,9.48,Sí,Contador Auditor,3.95
STU-10709,31.0,11.04,100.0,5.5,88.95,6.92,6.32,No,Administración,4.88
STU-12520,20.0,11.28,86.22,5.81,78.69,7.71,10.35,No,Ingeniería Informática,4.22
STU-10249,18.0,14.15,97.48,5.69,100.0,4.66,11.31,Sí,Ingeniería Industrial,4.26
STU-14255,25.0,15.04,85.87,6.6,100.0,6.34,2.15,No,Ingeniería Civil,5.3
STU-12671,24.0,13.67,92.41,5.86,83.47,5.88,3.9,No,Ingeniería Civil,3.59
STU-14786,21.0,16.63,84.53,5.52,,10.03,3.69,Sí,Ingeniería Industrial,4.74
STU-14660,18.0,6.16,83.73,5.48,,8.88,13.76,No,Administración,3.96
STU-13993,21.0,8.99,80.21,4.54,77.39,6.41,1.76,No,Ingeniería Civil,2.62
STU-12448,18.0,15.44,95.79,5.65,100.0,8.79,6.0,Sí,Contador Auditor,4.57
STU-13741,18.0,13.79,99.84,5.47,91.24,6.02,3.4,No,Ingeniería Industrial,4.51
STU-13593,27.0,11.67,90.62,5.11,100.0,5.85,5.2,No,Ingeniería Informática,3.78
STU-14017,19.0,15.69,75.53,5.93,100.0,7.41,,No,Ingeniería Informática,3.6
STU-11813,25.0,17.51,92.0,6.97,100.0,,6.96,No,Ingeniería Informática,5.95
STU-12189,26.0,12.47,77.09,5.06,91.16,4.77,2.93,No,Ingeniería Civil,3.14
STU-10146,29.0,18.44,99.61,5.8,100.0,7.81,5.34,Sí,Ingeniería Civil,5.11
STU-13626,24.0,16.09,,6.26,82.46,9.21,5.72,No,Ingeniería Industrial,4.91
STU-10911,18.0,15.82,86.42,5.62,75.32,8.32,46.84523987650963,Sí,Ingeniería Informática,4.87
STU-11996,25.0,17.96,100.0,5.98,100.0,7.64,3.52,No,Administración,5.25
STU-13918,22.0,17.94,100.0,5.67,100.0,6.93,8.01,No,Contador Auditor,4.68
STU-11230,29.0,8.32,81.22,5.6,74.51,7.57,1.87,Sí,Administración,4.62
STU-10876,29.0,14.07,85.1,5.74,88.31,7.89,5.4,No,Ingeniería Industrial,4.69
STU-10349,19.0,9.14,68.94,6.46,,5.72,4.69,No,Ingeniería Informática,4.41
STU-11945,23.0,9.05,74.92,5.81,65.15,8.66,2.63,No,Ingeniería Civil,3.19
STU-12142,27.0,11.08,77.98,4.23,78.45,6.47,4.42,No,Administración,3.53
STU-14058,25.0,6.79,84.02,5.51,84.64,,39.95650984029339,No,Ingeniería Informática,4.07
STU-13779,23.0,9.76,79.04,6.07,81.97,5.28,4.85,Sí,Ingeniería Civil,4.34
STU-14528,22.0,3.07,65.56,4.68,,6.01,3.46,No,Ingeniería Industrial,2.85
STU-14119,29.0,7.51,69.25,3.9,61.56,6.34,8.59,No,Ingeniería Industrial,2.71
STU-10086,20.0,14.49,72.2,6.32,100.0,8.46,5.39,No,Ingeniería Industrial,4.17
STU-13662,27.0,15.18,85.54,5.02,100.0,8.47,9.24,No,Administración,5.18
STU-14080,29.0,10.36,84.56,5.37,85.82,,,No,Ingeniería Civil,3.51
STU-14235,,12.27,67.14,5.12,68.0,4.79,2.22,No,Contador Auditor,2.97
STU-10057,23.0,15.68,100.0,6.35,100.0,6.27,16.62,No,Ingeniería Informática,6.07
STU-13164,18.0,16.11,72.01,5.11,92.79,7.25,4.67,No,Administración,3.08
STU-13475,22.0,16.02,79.0,5.17,100.0,5.44,16.97,Sí,Ingeniería Informática,4.39
STU-14479,26.0,14.7,86.52,6.06,93.26,6.55,3.34,No,Ingeniería Informática,4.43
STU-12822,22.0,10.79,100.0,5.36,75.33,6.5,10.89,No,Administración,4.06
STU-12253,30.0,15.18,94.69,6.33,90.24,7.38,,No,Administración,5.82
STU-10000,28.0,12.8,92.71,5.87,82.69,7.73,14.62,No,Ingeniería Civil,3.55
STU-13205,23.0,14.69,96.88,5.55,100.0,5.8,2.81,No,Ingeniería Informática,5.66
STU-10474,20.0,2.92,67.22,4.62,65.59,8.2,4.29,,Ingeniería Industrial,3.06
STU-11151,24.0,11.66,88.27,5.65,82.15,6.51,5.95,No,Ingeniería Civil,3.34
STU-13574,30.0,5.42,70.53,4.71,67.5,7.19,8.28,No,Ingeniería Informática,2.59
STU-11542,21.0,7.35,84.78,5.22,80.56,7.56,7.49,Sí,Ingeniería Informática,3.55
STU-11628,26.0,14.83,83.19,6.26,87.02,,3.18,No,Ingeniería Civil,4.76
STU-11846,29.0,17.04,97.0,5.97,84.26,,8.06,Sí,Contador Auditor,5.27
STU-14736,26.0,7.84,72.04,5.33,92.95,6.63,1.1,Sí,Ingeniería Civil,4.19
STU-11346,21.0,14.9,89.94,5.41,100.0,5.5,11.53,No,Ingeniería Industrial,4.67
STU-11941,18.0,,72.55,5.34,69.6,6.32,5.1,Sí,Administración,2.94
STU-12799,,13.9,89.77,5.83,100.0,10.06,5.31,No,Contador Auditor,4.81
STU-12059,26.0,10.1,,5.7,80.53,6.8,8.25,No,Ingeniería Informática,3.88
STU-11148,22.0,18.0,89.59,5.63,100.0,7.15,1.7,No,Contador Auditor,4.91
STU-13201,18.0,20.27,92.1,5.05,100.0,9.39,6.49,No,Ingeniería Civil,5.45
STU-11219,20.0,13.33,93.28,6.23,86.62,6.5,2.05,No,Ingeniería Informática,5.54
STU-13184,22.0,11.56,97.24,6.44,83.61,7.41,6.63,,Contador Auditor,4.41
STU-10974,28.0,9.8,100.0,,95.31,6.72,3.44,Sí,Ingeniería Informática,3.7
STU-13745,21.0,11.75,95.57,5.35,92.4,9.33,11.83,No,Contador Auditor,4.41
STU-11969,22.0,1.0,68.58,4.89,63.44,6.56,5.14,Sí,Ingeniería Informática,2.96
STU-13012,24.0,20.46,84.6,4.83,100.0,7.56,11.75,No,Contador Auditor,5.76
STU-11272,22.0,5.1,77.34,5.26,63.14,5.21,5.44,No,Administración,3.3
STU-13962,18.0,11.95,92.28,4.82,93.21,6.37,7.18,No,Ingeniería Informática,3.49
STU-12039,28.0,12.59,84.41,6.18,85.66,4.64,5.68,No,Ingeniería Industrial,4.55
STU-13818,18.0,10.28,85.91,6.39,79.83,8.92,4.57,No,Ingeniería Industrial,4.3
STU-11702,26.0,13.97,93.23,7.0,61.23,5.7,7.51,No,Contador Auditor,3.45
STU-13282,18.0,14.6,71.42,5.25,100.0,8.43,3.61,Sí,Ingeniería Industrial,4.86
STU-13704,24.0,10.33,78.27,5.8,74.44,6.93,13.36,Sí,Ingeniería Industrial,3.99
STU-11882,18.0,14.22,81.44,5.42,100.0,6.96,8.51,No,Administración,5.03
STU-12191,21.0,8.69,63.5,5.14,58.35,5.4,7.9,No,Contador Auditor,2.9
STU-12929,18.0,17.11,100.0,6.57,100.0,5.53,6.98,No,Ingeniería Industrial,4.77
STU-14498,23.0,13.41,80.5,4.99,89.55,7.38,3.31,No,Administración,3.94
STU-10373,26.0,5.68,88.41,6.66,62.38,4.89,6.07,No,Contador Auditor,3.77
STU-14023,24.0,13.95,63.79,6.18,81.87,7.46,5.75,Sí,,4.3
STU-10760,28.0,9.72,70.62,5.32,,7.05,3.18,No,Contador Auditor,3.59
STU-13986,23.0,3.25,61.47,4.34,75.77,5.78,6.76,No,Ingeniería Civil,2.03
STU-10423,28.0,20.41,100.0,6.15,100.0,6.36,,No,Administración,4.66
STU-12377,28.0,7.42,85.3,5.34,74.05,7.34,5.99,No,Ingeniería Informática,4.09
STU-10847,24.0,12.25,82.99,4.88,79.58,7.53,14.58,No,Administración,4.1
STU-11801,24.0,10.37,95.09,5.4,64.72,8.17,4.8,No,Contador Auditor,2.82
STU-14609,26.0,6.21,71.0,4.5,75.28,,6.92,Sí,Ingeniería Civil,3.68
STU-13636,27.0,22.29,99.09,6.38,100.0,6.14,2.85,No,Ingeniería Informática,5.63
STU-12071,26.0,17.51,90.39,7.0,100.0,,,Sí,Ingeniería Industrial,4.93
STU-11106,27.0,22.88,93.47,6.07,100.0,7.37,1.59,No,Ingeniería Informática,5.58
STU-12923,24.0,15.19,89.57,5.88,87.79,7.79,2.28,No,Ingeniería Civil,4.26
STU-12674,24.0,14.38,76.88,5.6,100.0,4.96,9.96,No,Contador Auditor,2.85
STU-13016,24.0,9.48,89.48,6.04,98.13,4.77,13.62,Sí,Ingeniería Informática,4.29
STU-10714,26.0,11.22,96.33,5.98,77.82,8.54,8.43,No,Contador Auditor,3.72
STU-13819,35.0,9.47,98.05,5.43,100.0,5.96,11.31,No,Ingeniería Civil,4.22
STU-13167,23.0,9.63,92.72,,78.96,7.9,8.41,Sí,Administración,4.71
STU-14334,26.0,17.09,91.63,5.43,100.0,4.01,17.26,No,Administración,4.92
STU-11418,25.0,14.42,89.49,5.31,97.52,7.29,3.8,Sí,Ingeniería Informática,4.26
STU-11718,18.0,2.14,73.09,5.71,37.42,6.85,2.86,No,Administración,2.72
STU-11845,21.0,12.68,96.52,6.35,88.41,7.33,10.62,No,Administración,4.73
STU-14397,21.0,15.53,100.0,6.18,88.0,7.34,5.45,No,,5.03
STU-10503,20.0,2.73,53.06,4.68,60.35,7.87,8.75,No,Ingeniería Civil,1.42
STU-11087,27.0,8.07,77.67,5.82,66.18,8.21,6.69,No,Administración,3.33
STU-12643,18.0,12.97,80.09,5.18,96.91,8.83,6.18,No,Ingeniería Civil,4.29
STU-12844,19.0,17.09,88.16,6.33,100.0,7.25,2.6,Sí,Contador Auditor,5.16
STU-12234,19.0,17.55,100.0,6.08,100.0,8.23,9.31,No,Contador Auditor,5.2
STU-12682,19.0,13.23,93.42,,88.72,5.86,6.81,No,Ingeniería Civil,4.91
STU-10228,24.0,13.4,87.66,7.0,94.91,6.5,2.01,Sí,Administración,5.26
STU-12871,26.0,6.67,65.82,5.36,79.52,8.63,8.05,No,Ingeniería Informática,3.33
STU-14282,20.0,4.18,77.52,4.98,69.74,7.96,2.79,No,Administración,3.78
STU-12242,23.0,9.83,79.85,5.01,100.0,6.18,14.55,No,Ingeniería Informática,3.83
STU-14254,24.0,7.73,82.85,5.39,70.9,7.5,10.62,No,Ingeniería Industrial,3.44
STU-14593,22.0,7.91,90.05,5.83,89.52,8.86,4.75,No,Ingeniería Informática,4.25
STU-11993,22.0,11.84,100.0,6.09,89.47,6.12,,Sí,Ingeniería Industrial,4.27
STU-14985,23.0,7.45,87.87,5.93,66.88,6.15,6.26,No,Ingeniería Civil,3.49
STU-13969,23.0,11.98,85.08,5.25,95.7,6.68,5.2,No,Administración,4.39
STU-11403,23.0,7.58,86.78,5.46,63.07,6.0,7.23,Sí,Administración,3.22
STU-13350,20.0,14.3,86.04,7.0,99.55,6.68,4.5,No,Administración,5.7
STU-13903,20.0,10.04,73.16,6.26,82.94,7.66,7.03,No,Ingeniería Industrial,3.88
STU-14871,25.0,14.4,76.2,5.3,77.97,6.92,16.61,Sí,Ingeniería Informática,3.86
STU-11174,25.0,10.29,80.94,5.72,63.82,6.78,10.94,No,Ingeniería Industrial,3.89
STU-11122,19.0,6.72,83.96,6.12,86.35,8.57,8.3,No,,3.88
STU-10515,21.0,12.6,87.11,5.4,88.65,8.48,11.22,Sí,Contador Auditor,3.56
STU-12275,22.0,11.21,98.97,5.11,97.62,8.78,6.47,Sí,Ingeniería Informática,4.38
STU-14346,20.0,13.3,57.33,5.7,100.0,6.69,5.38,No,Ingeniería Informática,4.36
STU-13240,27.0,16.71,85.01,4.89,93.61,8.59,10.16,No,Administración,4.47
STU-14700,18.0,15.88,93.43,6.53,74.42,6.73,6.21,No,Ingeniería Industrial,4.6
STU-10924,31.0,,70.06,5.68,76.27,6.89,2.49,No,Contador Auditor,3.79
STU-11039,23.0,14.0,90.05,5.91,100.0,7.66,6.25,Sí,Ingeniería Industrial,4.51
STU-11921,21.0,5.56,89.2,4.59,85.12,7.39,4.54,Sí,Ingeniería Industrial,3.92
STU-11650,27.0,12.25,77.93,6.49,,5.29,6.15,No,Ingeniería Informática,4.96
STU-11899,18.0,16.23,90.23,6.4,100.0,7.1,9.0,No,Ingeniería Informática,4.98
STU-10216,24.0,13.82,79.29,4.0,92.23,5.36,6.36,No,Ingeniería Civil,3.41
STU-14967,24.0,15.72,87.21,6.22,100.0,6.54,4.63,Sí,Ingeniería Informática,4.59
STU-14085,21.0,9.5,92.21,6.53,79.39,8.47,1.89,No,Ingeniería Industrial,3.9
STU-11497,19.0,7.37,76.44,5.03,64.97,8.48,11.9,No,Administración,3.09
STU-11858,34.0,15.28,69.15,6.34,96.93,4.98,6.05,No,Ingeniería Informática,4.15
STU-11888,22.0,12.52,81.8,7.0,63.38,9.7,5.53,Sí,Ingeniería Industrial,5.04
STU-13726,23.0,10.76,116.22250551622703,5.0,72.32,6.66,61.484753591516146,No,Ingeniería Informática,3.07
STU-10391,22.0,6.91,56.02,4.99,73.84,7.75,6.16,No,Ingeniería Industrial,2.21
STU-10150,21.0,12.15,86.18,4.64,73.32,6.42,3.57,No,Ingeniería Informática,3.54
STU-10819,23.0,,73.22,5.54,72.98,6.02,7.91,Sí,Administración,3.88
STU-13044,32.0,11.59,88.65,4.8,100.0,7.42,6.28,Sí,Ingeniería Industrial,4.14
STU-13150,18.0,10.98,72.95,4.52,76.4,7.6,7.59,No,Ingeniería Informática,3.06
STU-13998,25.0,9.72,98.36,6.84,89.52,5.59,4.86,No,Administración,5.36
STU-14773,24.0,21.17,88.19,6.44,100.0,7.27,10.0,No,Ingeniería Informática,5.59
STU-10983,23.0,,81.02,4.92,77.48,7.62,14.89,Sí,Ingeniería Informática,3.89
STU-12535,19.0,19.34,100.0,,100.0,7.86,6.16,Sí,Contador Auditor,5.58
STU-13433,25.0,21.63,95.52,6.4,100.0,8.29,5.37,Sí,Ingeniería Informática,5.7
STU-13525,23.0,8.67,76.84,5.06,100.0,8.7,4.22,No,Ingeniería Civil,4.45
STU-12661,23.0,3.46,80.32,5.72,61.33,5.52,6.08,Sí,Ingeniería Industrial,3.65
STU-14375,28.0,13.63,82.5,6.24,66.1,6.49,2.7,Sí,Ingeniería Industrial,3.58
STU-14895,25.0,12.72,77.37,5.79,100.0,4.63,8.74,No,Ingeniería Civil ,4.1
STU-10569,25.0,17.58,91.54,,93.15,7.63,4.7,No,Ingeniería Informática,4.36
STU-11512,21.0,14.68,76.38,,89.42,5.86,3.96,Sí,Ingeniería Informática,3.63
STU-14213,28.0,18.77,100.0,6.46,100.0,5.68,10.69,Sí,Contador Auditor,5.53
STU-13720,31.0,14.35,98.66,6.58,100.0,6.23,3.17,Sí,Ingeniería Civil,4.81
STU-10029,27.0,10.44,,6.53,82.71,6.58,5.54,Sí,Administración,5.46
STU-12412,31.0,9.27,88.57,4.83,92.14,6.63,8.41,No,Ingeniería Civil,3.64
STU-13213,23.0,17.99,97.63,5.7,100.0,7.28,9.33,No,Ingeniería Industrial,5.6
STU-12009,20.0,9.11,77.43,5.66,85.64,6.0,1.45,No,Ingeniería Civil,3.67
STU-11413,18.0,5.98,93.95,4.82,70.84,7.09,2.2,Sí,Ingeniería Industrial,3.99
STU-11166,25.0,14.99,77.39,6.6,90.32,7.79,5.95,Sí,Ingeniería Industrial,4.71
STU-11681,22.0,19.28,100.0,6.42,100.0,5.17,10.42,Sí,Ingeniería Industrial,5.58
STU-12452,20.0,14.2,98.24,6.77,100.0,7.31,8.04,Sí,Ingeniería Informática,5.51
STU-14924,18.0,5.46,68.69,4.8,73.16,7.27,4.41,Sí,Ingeniería Civil,2.29
STU-14579,22.0,9.84,83.62,5.31,77.73,7.28,7.57,Sí,Ingeniería Industrial,4.39
STU-14457,20.0,14.52,77.66,,65.62,6.76,4.66,No,Ingeniería Industrial,4.01
STU-14364,24.0,11.83,100.0,4.77,85.16,8.7,15.78,No,Administración,5.0
STU-11055,31.0,12.16,100.0,5.81,75.86,6.01,6.75,No,Administración,3.99
STU-13064,27.0,9.07,73.51,5.88,89.43,7.94,4.4,No,Ingeniería Industrial,3.38
STU-11394,27.0,15.28,100.0,5.79,100.0,8.2,18.0,No,Administración,5.7
STU-11644,26.0,19.85,99.98,6.84,100.0,8.21,6.89,No,Ingeniería Civil,5.57
STU-14382,26.0,19.25,86.58,5.82,100.0,7.15,1.62,No,Ingeniería Civil,4.28
STU-12533,23.0,19.19,91.11,5.31,100.0,6.75,8.46,No,Ingeniería Industrial,4.14
STU-14602,26.0,17.03,100.0,6.5,100.0,5.92,7.51,Sí,Ingeniería Informática,5.23
STU-14563,25.0,16.89,88.1,6.45,88.23,7.28,3.52,No,Ingeniería Informática,4.97
STU-11186,20.0,12.65,79.21,4.79,77.53,7.05,6.72,No,Ingeniería Industrial,4.21
STU-13173,22.0,5.35,74.2,6.2,86.02,6.06,12.94,No,Ingeniería Civil,3.6
STU-11000,26.0,10.83,92.05,6.5,75.02,7.88,8.95,No,Contador Auditor,3.6
STU-12615,18.0,18.62,100.0,6.67,100.0,4.96,2.35,No,Ingeniería Informática,5.3
STU-13043,23.0,4.21,82.62,5.48,61.9,6.2,7.97,No,Ingeniería Civil,2.26
STU-10604,23.0,1.72,80.62,4.69,75.16,6.83,1.31,No,Ingeniería Industrial,3.1
STU-11332,30.0,,83.73,6.09,78.41,9.09,6.23,No,Ingeniería Informática,4.9
STU-10937,26.0,14.43,94.55,5.93,,8.05,6.02,No,Ingeniería Informática,5.22
STU-12933,26.0,15.91,91.05,5.83,90.22,6.45,2.46,No,Ingeniería Industrial,3.54
STU-14079,32.0,17.55,80.83,5.88,100.0,8.11,3.61,No,Ingeniería Informática,4.93
STU-12346,24.0,15.25,91.97,6.15,100.0,5.91,7.53,No,Ingeniería Civil,4.58
STU-11829,32.0,17.2,100.0,6.59,100.0,5.89,7.97,Sí,Ingeniería Industrial,5.13
STU-12017,20.0,1.0,77.82,5.11,63.46,7.94,5.71,Sí,Ingeniería Informática,3.15
STU-14703,25.0,9.91,80.15,5.36,84.96,6.86,5.86,No,Ingeniería Industrial,3.82
STU-12576,28.0,1.27,94.12,5.57,91.68,8.23,7.92,No,Contador Auditor,3.83
STU-10271,22.0,4.44,92.03,5.48,86.69,5.73,3.62,No,Ingeniería Civil,3.04
STU-14384,22.0,23.07,95.99,7.0,100.0,5.98,6.87,No,Ingeniería Industrial,5.82
STU-12479,,17.95,77.91,,89.68,7.69,12.46,No,Ingeniería Industrial,5.1
STU-14645,24.0,19.32,100.0,6.34,100.0,6.1,,No,Ingeniería Industrial,5.81
STU-14948,28.0,15.17,87.8,6.3,90.39,8.32,3.48,No,Ingeniería Informática,4.79
STU-13163,18.0,11.61,86.63,,79.18,5.78,11.43,si,Ingeniería Informática,4.32
STU-14093,29.0,5.61,,4.66,67.44,6.08,8.46,No,Contador Auditor,2.45
STU-12879,18.0,14.13,100.0,,90.44,8.39,3.03,No,Contador Auditor,5.12
STU-13389,20.0,10.59,82.71,6.47,87.32,5.94,0.62,No,Administración,4.33
STU-12636,23.0,10.14,77.43,4.02,85.1,6.02,8.46,No,Ingeniería Informática,3.23
STU-13747,18.0,8.66,87.68,4.05,73.22,6.39,4.14,No,Administración,3.03
STU-11240,23.0,10.57,64.53,6.28,89.18,6.57,3.11,No,Ingeniería Industrial,3.82
STU-11992,18.0,16.68,89.13,6.23,100.0,7.25,11.41,No,Ingeniería Civil,5.36
STU-13041,30.0,18.02,-19.02901042580143,5.02,100.0,5.65,6.93,Sí,Ingeniería Informática,5.49
STU-12922,28.0,15.51,91.48,6.9,100.0,6.85,6.75,No,Ingeniería Civil,5.79
STU-10247,18.0,9.3,77.39,5.34,80.74,8.02,4.12,No,Administración,3.96
STU-13910,22.0,10.6,83.87,5.86,83.84,,5.72,No,Contador Auditor,3.45
STU-12667,25.0,12.1,79.68,3.88,95.39,6.29,5.96,No,Administración,3.2
STU-11283,20.0,12.54,77.79,5.75,83.44,8.11,4.46,No,Ingeniería Civil,3.29
STU-13611,19.0,16.56,83.27,5.46,100.0,7.68,12.23,No,Ingeniería Civil,4.14
STU-13300,18.0,13.39,78.79,6.29,92.03,5.22,15.34,Sí,Ingenieria Informatica,4.57
STU-12113,24.0,6.2,78.58,4.96,83.27,7.35,7.6,Sí,Contador Auditor,3.76
STU-11603,24.0,19.36,95.2,5.71,97.78,4.27,5.07,Sí,Administración,5.13
STU-14963,36.0,10.78,61.98,3.58,83.63,6.79,5.22,No,Ingeniería Industrial,2.21
STU-13235,25.0,15.35,85.99,6.22,100.0,5.52,4.7,No,Ingeniería Civil,5.16
STU-10316,26.0,11.12,83.58,6.43,66.22,3.9,4.27,No,Administración,4.64
STU-13393,19.0,7.81,84.79,5.91,67.7,9.43,1.55,No,Contador Auditor,3.35
STU-14178,25.0,8.41,80.06,6.31,98.55,9.96,4.42,Sí,Ingeniería Informática,4.68
STU-11082,24.0,13.0,82.18,6.19,85.74,5.49,8.05,Sí,Ingeniería Informática,4.69
STU-11054,18.0,16.53,93.54,6.52,100.0,6.17,5.89,No,Ingeniería Industrial,5.31
STU-11661,18.0,15.22,85.94,5.82,98.52,5.69,4.66,Sí,Administración,4.95
STU-11658,25.0,11.63,87.28,5.48,100.0,9.02,3.36,Sí,Ingeniería Industrial,5.22
STU-13002,19.0,15.21,89.86,6.14,100.0,7.36,7.42,No,,4.79
STU-11422,29.0,20.68,86.25,7.0,98.83,6.05,3.55,Sí,Administración,5.29
STU-10370,22.0,11.22,74.95,4.95,82.27,5.22,12.15,No,Ingeniería Industrial,3.22
STU-13981,18.0,11.31,73.87,4.67,64.24,6.2,18.0,No,Ingeniería Informática,2.81
STU-13827,26.0,7.87,,5.93,72.85,7.94,5.35,Sí,Ingeniería Civil,4.63
STU-12603,24.0,9.89,90.26,5.05,77.07,6.47,6.9,No,Contador Auditor,3.14
STU-11033,33.0,11.23,80.9,4.69,89.41,5.72,3.42,No,Ingeniería Civil,3.49
STU-10996,22.0,3.55,77.89,4.73,39.86,7.13,6.73,Sí,Ingeniería Civil,1.92
STU-14076,24.0,10.3,91.05,6.74,68.3,8.93,11.52,Sí,Ingeniería Informática,4.43
STU-13222,26.0,10.16,78.75,5.68,88.88,7.86,5.82,Sí,Ingeniería Informática,4.01
